R,P,Y,dR,dP,qx,qy,qz,qw,ddx,ddy,ddz,FR0 q,FR0 dq,FR0 tauEst,FR1 q,FR1 dq,FR1 tauEst,FR2 q,FR2 dq,FR2 tauEst,FL0 q,FL0 dq,FL0 tauEst,FL1 q,FL1 dq,FL1 tauEst,FL2 q,FL2 dq,FL2 tauEst,RR0 q,RR0 dq,RR0 tauEst,RR1 q,RR1 dq,RR1 tauEst,RR2 q,RR2 dq,RR2 tauEst,RL0 q,RL0 dq,RL0 tauEst,RL1 q,RL1 dq,RL1 tauEst,RL2 q,RL2 dq,RL2 tauEst,FR foot force,FL foot force,RR foot force,RL foot force,time
0.04747331887483597,0.007978685200214386,-0.029824256896972656,0.018339185044169426,-0.02541426382958889,0.9995977878570557,0.023791074752807617,0.003633850021287799,-0.015001929365098476,0.33748501539230347,0.5787049531936646,10.83967113494873,0.04193161800503731,0.04193161800503731,1.77734375,0.9199670553207397,0.9199670553207397,-1.91796875,-1.630191683769226,-1.630191683769226,5.01171875,-0.04660941660404205,-0.04660941660404205,-1.91796875,0.7350465059280396,0.7350465059280396,0.31640625,-1.6185604333877563,-1.6185604333877563,5.6875,-0.010957005433738232,-0.010957005433738232,2.09375,0.7129217386245728,0.7129217386245728,0.81640625,-1.6722075939178467,-1.6722075939178467,6.1484375,-0.0516243539750576,-0.0516243539750576,-2.0234375,0.7670325040817261,0.7670325040817261,-0.140625,-1.5807586908340454,-1.5807586908340454,4.546875,0,0,0,0,0.0
0.04751608520746231,0.007781313732266426,-0.02986152470111847,-0.0031935875304043293,-0.003181782318279147,0.999597430229187,0.02381105348467827,0.0035344387870281935,-0.015018296428024769,-0.14339503645896912,0.6571339964866638,10.712462425231934,0.04193161800503731,0.04193161800503731,1.84765625,0.9196720123291016,0.9196720123291016,-1.953125,-1.6299388408660889,-1.6299388408660889,5.22265625,-0.046567272394895554,-0.046567272394895554,-2.23828125,0.734920084476471,0.734920084476471,0.28125,-1.6181390285491943,-1.6181390285491943,5.578125,-0.010957005433738232,-0.010957005433738232,2.30859375,0.7129217386245728,0.7129217386245728,0.6015625,-1.6722917556762695,-1.6722917556762695,6.359375,-0.0516243539750576,-0.0516243539750576,-2.09375,0.7670746445655823,0.7670746445655823,-0.140625,-1.580716609954834,-1.580716609954834,4.3359375,0,0,0,0,0.01990509033203125
0.047622621059417725,0.0076692732982337475,-0.029995376244187355,0.00658562034368515,-0.026117125526070595,0.9995954036712646,0.023863699287176132,0.0034760443959385157,-0.015084052458405495,0.4203740656375885,0.7132883667945862,10.7530517578125,0.04188947379589081,0.04188947379589081,1.8125,0.919545590877533,0.919545590877533,-1.6328125,-1.629728078842163,-1.629728078842163,5.29296875,-0.046567272394895554,-0.046567272394895554,-2.09375,0.7347936630249023,0.7347936630249023,0.35546875,-1.6179282665252686,-1.6179282665252686,5.6875,-0.010957005433738232,-0.010957005433738232,1.953125,0.7129639387130737,0.7129639387130737,0.7109375,-1.6722075939178467,-1.6722075939178467,6.2890625,-0.0516243539750576,-0.0516243539750576,-2.0234375,0.7670746445655823,0.7670746445655823,-0.24609375,-1.580716609954834,-1.580716609954834,4.4765625,0,0,0,0,0.03990507125854492
0.047624655067920685,0.00752228032797575,-0.030044201761484146,-0.0023344296496361494,-0.00856606476008892,0.9995952844619751,0.02386370301246643,0.003401979571208358,-0.015106713399291039,0.5544984340667725,0.7438721060752869,10.831178665161133,0.04188947379589081,0.04188947379589081,1.8125,0.9194191694259644,0.9194191694259644,-1.98828125,-1.6295174360275269,-1.6295174360275269,5.2578125,-0.046567272394895554,-0.046567272394895554,-1.953125,0.7347093224525452,0.7347093224525452,0.49609375,-1.6176754236221313,-1.6176754236221313,5.54296875,-0.010957005433738232,-0.010957005433738232,2.203125,0.7129217386245728,0.7129217386245728,0.671875,-1.6722495555877686,-1.6722495555877686,6.3984375,-0.0516664944589138,-0.0516664944589138,-2.203125,0.7671589255332947,0.7671589255332947,-0.10546875,-1.5806323289871216,-1.5806323289871216,4.40625,0,0,0,0,0.0599055290222168
0.04766896367073059,0.007379433140158653,-0.030079687014222145,0.012241588905453682,0.010102945379912853,0.9995948076248169,0.023884842172265053,0.0033298260532319546,-0.015122826211154461,0.31464099884033203,0.2220161259174347,10.899598121643066,0.04193161800503731,0.04193161800503731,2.23828125,0.9192506074905396,0.9192506074905396,-1.8828125,-1.6292645931243896,-1.6292645931243896,5.15234375,-0.046567272394895554,-0.046567272394895554,-2.34375,0.7345829010009766,0.7345829010009766,0.24609375,-1.6174225807189941,-1.6174225807189941,5.72265625,-0.010999147780239582,-0.010999147780239582,1.98828125,0.7129217386245728,0.7129217386245728,0.7109375,-1.6722495555877686,-1.6722495555877686,6.32421875,-0.0516243539750576,-0.0516243539750576,-1.8828125,0.7671167850494385,0.7671167850494385,-0.24609375,-1.5806323289871216,-1.5806323289871216,4.4765625,0,0,0,0,0.0798945426940918
0.04766193777322769,0.007503083907067776,-0.030058998614549637,-0.0036238585598766804,-0.01437937282025814,0.9995947480201721,0.023882221430540085,0.0033919266425073147,-0.015113945119082928,1.0068515539169312,0.2885783910751343,11.384615898132324,0.04201590269804001,0.04201590269804001,2.0234375,0.9192084670066833,0.9192084670066833,-2.1328125,-1.629348874092102,-1.629348874092102,5.1875,-0.046651557087898254,-0.046651557087898254,-1.8828125,0.734456479549408,0.734456479549408,0.140625,-1.6170432567596436,-1.6170432567596436,5.578125,-0.010957005433738232,-0.010957005433738232,2.0234375,0.7128795981407166,0.7128795981407166,0.49609375,-1.6720390319824219,-1.6720390319824219,6.21875,-0.0517086386680603,-0.0517086386680603,-1.98828125,0.7669482231140137,0.7669482231140137,-0.0703125,-1.5808008909225464,-1.5808008909225464,4.30078125,0,0,0,0,0.09989595413208008
0.04769768938422203,0.007652659434825182,-0.029995093122124672,0.0008683634223416448,-0.008445270359516144,0.999594509601593,0.023901095613837242,0.0034671779721975327,-0.015083842910826206,-0.14860957860946655,0.53946453332901,11.277934074401855,0.04193161800503731,0.04193161800503731,2.09375,0.9191663265228271,0.9191663265228271,-1.98828125,-1.629728078842163,-1.629728078842163,5.2578125,-0.04660941660404205,-0.04660941660404205,-2.16796875,0.7343300580978394,0.7343300580978394,0.24609375,-1.6172540187835693,-1.6172540187835693,5.578125,-0.010957005433738232,-0.010957005433738232,1.98828125,0.7128374576568604,0.7128374576568604,0.56640625,-1.6721653938293457,-1.6721653938293457,6.2890625,-0.051792919635772705,-0.051792919635772705,-1.8828125,0.7669060826301575,0.7669060826301575,-0.140625,-1.5809272527694702,-1.5809272527694702,4.265625,0,0,0,0,0.11990857124328613
0.047765690833330154,0.007731770630925894,-0.029950756579637527,0.022395648062229156,-0.0030770672019571066,0.9995938539505005,0.02393559366464615,0.003506735200062394,-0.015062744729220867,0.1565878838300705,0.5626434683799744,11.273876190185547,0.04184733331203461,0.04184733331203461,2.1328125,0.9192084670066833,0.9192084670066833,-2.05859375,-1.6301074028015137,-1.6301074028015137,5.08203125,-0.046693701297044754,-0.046693701297044754,-2.1328125,0.7342879176139832,0.7342879176139832,0.0,-1.6173803806304932,-1.6173803806304932,5.40234375,-0.010999147780239582,-0.010999147780239582,1.953125,0.7127953171730042,0.7127953171730042,0.35546875,-1.6723339557647705,-1.6723339557647705,6.25390625,-0.051835063844919205,-0.051835063844919205,-2.05859375,0.7669482231140137,0.7669482231140137,-0.140625,-1.581095814704895,-1.581095814704895,4.58203125,0,0,0,0,0.13989615440368652
0.04776935651898384,0.0077096945606172085,-0.029954351484775543,0.003199239494279027,-0.003272243309766054,0.9995938539505005,0.023937270045280457,0.003495631041005254,-0.015064285136759281,-0.015612347982823849,0.3720606565475464,11.466962814331055,0.04184733331203461,0.04184733331203461,1.953125,0.919124186038971,0.919124186038971,-1.91796875,-1.6301496028900146,-1.6301496028900146,5.33203125,-0.046651557087898254,-0.046651557087898254,-2.05859375,0.7341193556785583,0.7341193556785583,0.2109375,-1.6172540187835693,-1.6172540187835693,5.72265625,-0.010999147780239582,-0.010999147780239582,1.98828125,0.7127110362052917,0.7127110362052917,0.49609375,-1.6723339557647705,-1.6723339557647705,6.18359375,-0.051835063844919205,-0.051835063844919205,-2.0234375,0.7669482231140137,0.7669482231140137,-0.390625,-1.581095814704895,-1.581095814704895,4.19140625,0,0,0,0,0.15990328788757324
0.04777262359857559,0.007526081055402756,-0.02994346432387829,0.01635555736720562,0.006193171720951796,0.9995942711830139,0.023937515914440155,0.0034039667807519436,-0.015056662261486053,0.141837477684021,0.48760828375816345,11.170475006103516,0.04193161800503731,0.04193161800503731,2.09375,0.9189556241035461,0.9189556241035461,-2.0234375,-1.629896640777588,-1.629896640777588,5.15234375,-0.046777985990047455,-0.046777985990047455,-2.09375,0.7339086532592773,0.7339086532592773,0.2109375,-1.6170854568481445,-1.6170854568481445,5.4375,-0.010999147780239582,-0.010999147780239582,1.98828125,0.7126688957214355,0.7126688957214355,0.671875,-1.6723339557647705,-1.6723339557647705,6.18359375,-0.051877204328775406,-0.051877204328775406,-1.953125,0.7669060826301575,0.7669060826301575,-0.2109375,-1.581095814704895,-1.581095814704895,4.15625,0,0,0,0,0.1798844337463379
