R,P,Y,dR,dP,qx,qy,qz,qw,ddx,ddy,ddz,dx,dy,dz,x,y,z,FR0 q,FR0 dq,FR0 tauEst,FR1 q,FR1 dq,FR1 tauEst,FR2 q,FR2 dq,FR2 tauEst,FL0 q,FL0 dq,FL0 tauEst,FL1 q,FL1 dq,FL1 tauEst,FL2 q,FL2 dq,FL2 tauEst,RR0 q,RR0 dq,RR0 tauEst,RR1 q,RR1 dq,RR1 tauEst,RR2 q,RR2 dq,RR2 tauEst,RL0 q,RL0 dq,RL0 tauEst,RL1 q,RL1 dq,RL1 tauEst,RL2 q,RL2 dq,RL2 tauEst,FR foot force,FL foot force,RR foot force,RL foot force,time
0.00714240875095129,0.034508660435676575,-0.873141348361969,-0.0016471166163682938,-0.020837031304836273,0.9060403108596802,0.010531076230108738,0.014125321060419083,-0.422824501991272,0.20958134531974792,0.18306037783622742,-0.055193481445313,0.0,0.0,0.0,0.0,0.0,0.0,0.04041449353098869,0.04041449353098869,1.52734375,0.7824144959449768,0.7824144959449768,-0.17578125,-1.5494048595428467,-1.5494048595428467,4.51171875,-0.035273127257823944,-0.035273127257823944,-2.0234375,0.7352993488311768,0.7352993488311768,0.2109375,-1.5729202032089233,-1.5729202032089233,4.4765625,0.026928948238492012,0.026928948238492012,1.5625,0.7307901382446289,0.7307901382446289,0.4609375,-1.5639439821243286,-1.5639439821243286,4.05078125,-0.03746455907821655,-0.03746455907821655,-1.4921875,0.7403564453125,0.7403564453125,0.0,-1.4862334728240967,-1.4862334728240967,3.0546875,108,121,11,12,0.0
0.00711029814556241,0.034463975578546524,-0.8731632232666016,0.0068167829886078835,0.032971180975437164,0.9060361981391907,0.010507239028811455,0.014111748896539211,-0.42283427715301514,-2.019944190979004,-0.2558760941028595,0.07344097137451122,0.004191626906394959,0.0036612075567245485,-0.00110386962890626,0.00012574880719184875,0.00010983622670173644,-3.31160888671878e-05,0.040456634014844894,0.040456634014844894,1.5625,0.7823722958564758,0.7823722958564758,-0.390625,-1.5493626594543457,-1.5493626594543457,4.7265625,-0.035273127257823944,-0.035273127257823944,-1.84765625,0.734920084476471,0.734920084476471,0.0703125,-1.5729624032974243,-1.5729624032974243,4.4765625,0.026928948238492012,0.026928948238492012,1.52734375,0.7307479977607727,0.7307479977607727,0.17578125,-1.5639439821243286,-1.5639439821243286,3.8359375,-0.03746455907821655,-0.03746455907821655,-1.34765625,0.7403564453125,0.7403564453125,0.0,-1.4862756729125977,-1.4862756729125977,2.984375,108,123,10,12,0.020075082778930664
0.00711029814556241,0.034463975578546524,-0.8731632232666016,0.0068167829886078835,0.032971180975437164,0.9060361981391907,0.010507239028811455,0.014111748896539211,-0.42283427715301514,-2.019944190979004,-0.2558760941028595,0.07344097137451122,-0.036207256913185125,-0.0014563143253326417,0.00036494979858396463,-0.0010023851692676547,2.95347213745117e-05,-1.112889862060626e-05,0.040456634014844894,0.040456634014844894,1.5625,0.7823722958564758,0.7823722958564758,-0.390625,-1.5493626594543457,-1.5493626594543457,4.7265625,-0.035273127257823944,-0.035273127257823944,-1.84765625,0.734920084476471,0.734920084476471,0.0703125,-1.5729624032974243,-1.5729624032974243,4.4765625,0.026928948238492012,0.026928948238492012,1.52734375,0.7307479977607727,0.7307479977607727,0.17578125,-1.5639439821243286,-1.5639439821243286,3.8359375,-0.03746455907821655,-0.03746455907821655,-1.34765625,0.7403564453125,0.7403564453125,0.0,-1.4862756729125977,-1.4862756729125977,2.984375,108,123,10,12,0.03998970985412598
0.007071823813021183,0.03460259363055229,-0.8732960820198059,0.02133443020284176,0.022377565503120422,0.9060071706771851,0.010520050302147865,0.014181985519826412,-0.42289385199546814,-1.7148903608322144,-0.24324290454387665,-0.02784687042236378,-0.0766061407327652,-0.006573836207389832,0.0018337692260741892,-0.00293849682211876,-0.00015311722159385688,4.023468017577976e-05,0.04041449353098869,0.04041449353098869,1.4921875,0.782456636428833,0.782456636428833,0.0,-1.5494048595428467,-1.5494048595428467,4.69140625,-0.035273127257823944,-0.035273127257823944,-1.953125,0.7354257702827454,0.7354257702827454,0.31640625,-1.5729624032974243,-1.5729624032974243,4.40625,0.026928948238492012,0.026928948238492012,1.5625,0.7308322787284851,0.7308322787284851,0.35546875,-1.5638597011566162,-1.5638597011566162,4.12109375,-0.037506699562072754,-0.037506699562072754,-1.421875,0.7403985857963562,0.7403985857963562,-0.03515625,-1.4862334728240967,-1.4862334728240967,3.08984375,108,122,10,12,0.05995464324951172
0.007082144729793072,0.034608401358127594,-0.873339056968689,0.01431836374104023,-0.021494850516319275,0.9059979319572449,0.010526258498430252,0.014182208105921745,-0.42291343212127686,2.2255136966705322,0.5148962736129761,0.05390972137451122,-0.11090394794940948,-0.011438694298267365,0.0012768318176269136,-0.005499553853273392,-0.00043053968846797953,6.020194244384528e-05,0.04041449353098869,0.04041449353098869,1.6328125,0.7823722958564758,0.7823722958564758,-0.28125,-1.5494048595428467,-1.5494048595428467,4.62109375,-0.035273127257823944,-0.035273127257823944,-1.98828125,0.734920084476471,0.734920084476471,0.31640625,-1.5729624032974243,-1.5729624032974243,4.40625,0.026971090584993362,0.026971090584993362,1.5625,0.7307901382446289,0.7307901382446289,0.140625,-1.5639017820358276,-1.5639017820358276,3.80078125,-0.03746455907821655,-0.03746455907821655,-1.20703125,0.7403564453125,0.7403564453125,-0.2109375,-1.4862756729125977,-1.4862756729125977,3.08984375,108,123,9,12,0.08000349998474121
0.0071052927523851395,0.034794896841049194,-0.873137891292572,0.0017925562569871545,0.040935348719358444,0.906038761138916,0.010574733838438988,0.01426286343485117,-0.4228220283985138,-1.874199628829956,-0.19052816927433014,0.03326934814453075,-0.06639367401599884,-0.001140768826007844,0.002355026245117138,-0.0063823245942592624,-0.0003503758102655412,0.00011808441162109028,0.04041449353098869,0.04041449353098869,1.06640625,0.782456636428833,0.782456636428833,-0.03515625,-1.5494048595428467,-1.5494048595428467,4.69140625,-0.03523098677396774,-0.03523098677396774,-1.953125,0.735552191734314,0.735552191734314,0.10546875,-1.5729624032974243,-1.5729624032974243,4.4765625,0.026928948238492012,0.026928948238492012,1.3828125,0.7308322787284851,0.7308322787284851,0.42578125,-1.5638597011566162,-1.5638597011566162,3.98046875,-0.037506699562072754,-0.037506699562072754,-1.5625,0.7403564453125,0.7403564453125,0.0703125,-1.4862334728240967,-1.4862334728240967,2.9140625,109,122,10,11,0.09995436668395996
0.007141908165067434,0.034748807549476624,-0.8731544017791748,-0.013784036971628666,-0.03151659294962883,0.9060354828834534,0.010581697337329388,0.014234154485166073,-0.42282986640930176,0.022811314091086388,0.05393219739198685,-0.05429798126220753,-0.10387766659259796,-0.004951332211494447,0.003020413208007753,-0.008834717851877213,-0.00048750808835029615,0.0001851465454101515,0.040456634014844894,0.040456634014844894,1.3828125,0.7824144959449768,0.7824144959449768,-0.24609375,-1.5494048595428467,-1.5494048595428467,4.546875,-0.035273127257823944,-0.035273127257823944,-1.91796875,0.7350886464118958,0.7350886464118958,0.0703125,-1.5729624032974243,-1.5729624032974243,4.58203125,0.026928948238492012,0.026928948238492012,1.421875,0.7308322787284851,0.7308322787284851,0.49609375,-1.5639017820358276,-1.5639017820358276,3.80078125,-0.03746455907821655,-0.03746455907821655,-1.171875,0.7403564453125,0.7403564453125,-0.2109375,-1.4862756729125977,-1.4862756729125977,2.984375,109,123,10,11,0.11996102333068848
0.007127602584660053,0.034835927188396454,-0.8731481432914734,-0.030109038576483727,0.015271811746060848,0.9060361385345459,0.010593585669994354,0.014276680536568165,-0.42282676696777344,-1.6771043539047241,-0.3484054207801819,0.02061313629150341,-0.10342144031077624,-0.00387268826365471,0.0019344535827636024,-0.01089858439527452,-0.000554175414144993,0.00021297602081298204,0.04041449353098869,0.04041449353098869,1.34765625,0.782456636428833,0.782456636428833,-0.17578125,-1.549489140510559,-1.549489140510559,4.83203125,-0.03514670208096504,-0.03514670208096504,-1.91796875,0.735552191734314,0.735552191734314,0.17578125,-1.5733838081359863,-1.5733838081359863,4.3359375,0.026928948238492012,0.026928948238492012,1.45703125,0.7308322787284851,0.7308322787284851,0.4609375,-1.5639017820358276,-1.5639017820358276,4.19140625,-0.037506699562072754,-0.037506699562072754,-1.52734375,0.7403564453125,0.7403564453125,0.03515625,-1.4864442348480225,-1.4864442348480225,3.125,109,121,10,11,0.1399397850036621
0.007127468008548021,0.03488662466406822,-0.8732190728187561,0.007560042664408684,-0.030916213989257812,0.9060207009315491,0.010604748502373695,0.014299302361905575,-0.4228588044643402,0.9227790832519531,0.4634847640991211,1.0227493667602534,-0.13696352738887071,-0.010840796679258347,0.0023467163085936706,-0.01397327581383288,-0.0008406724318861963,0.00026403297424315613,0.04041449353098869,0.04041449353098869,1.4921875,0.7824987769126892,0.7824987769126892,-0.42578125,-1.5497419834136963,-1.5497419834136963,4.7265625,-0.03518884256482124,-0.03518884256482124,-2.0234375,0.7350043654441833,0.7350043654441833,0.140625,-1.573594570159912,-1.573594570159912,4.65625,0.026971090584993362,0.026971090584993362,1.6328125,0.7307901382446289,0.7307901382446289,0.2109375,-1.5641968250274658,-1.5641968250274658,3.73046875,-0.037380218505859375,-0.037380218505859375,-1.45703125,0.7403985857963562,0.7403985857963562,-0.17578125,-1.4866970777511597,-1.4866970777511597,2.84375,110,122,10,11,0.15993595123291016
0.0071547082625329494,0.03491988405585289,-0.8732179403305054,0.0018117167055606842,0.013690536841750145,0.9060205221176147,0.010624109767377377,0.01430861558765173,-0.42285841703414917,-1.3929120302200317,-0.2798015773296356,0.07759422302246044,-0.11850794572383165,-0.0015711013972759258,0.02280170364379874,-0.01615887891165912,-0.0007793975070118906,0.0009246169204711815,0.04041449353098869,0.04041449353098869,1.3125,0.7825830578804016,0.7825830578804016,-0.03515625,-1.550079107284546,-1.550079107284546,4.62109375,-0.03510455787181854,-0.03510455787181854,-2.0234375,0.7355100512504578,0.7355100512504578,0.31640625,-1.5739316940307617,-1.5739316940307617,4.62109375,0.026971090584993362,0.026971090584993362,1.6328125,0.7308322787284851,0.7308322787284851,0.35546875,-1.5643653869628906,-1.5643653869628906,4.0859375,-0.037506699562072754,-0.037506699562072754,-1.27734375,0.7403985857963562,0.7403985857963562,-0.0703125,-1.486907720565796,-1.486907720565796,3.08984375,110,122,10,12,0.17993807792663574
0.007216869853436947,0.03478221967816353,-0.8732414841651917,0.013073296286165714,-0.026153670623898506,0.9060164093971252,0.01062333956360817,0.014232981950044632,-0.42286980152130127,0.9308369159698486,0.5960671305656433,0.3442940139770503,-0.14636618632823228,-0.007167132943868638,0.02435358810424795,-0.019364785044267772,-0.0009787004813551904,0.0014272075271606326,0.040372349321842194,0.040372349321842194,1.2421875,0.7825409173965454,0.7825409173965454,-0.10546875,-1.550079107284546,-1.550079107284546,4.62109375,-0.03514670208096504,-0.03514670208096504,-1.91796875,0.7350886464118958,0.7350886464118958,-0.0703125,-1.5739316940307617,-1.5739316940307617,4.30078125,0.026971090584993362,0.026971090584993362,1.66796875,0.7308322787284851,0.7308322787284851,0.03515625,-1.564407467842102,-1.564407467842102,3.91015625,-0.03746455907821655,-0.03746455907821655,-1.27734375,0.7403985857963562,0.7403985857963562,-0.140625,-1.486907720565796,-1.486907720565796,2.9140625,111,122,10,12,0.19992876052856445
0.007161066867411137,0.03464552015066147,-0.8731585741043091,-4.548674496618332e-06,0.021910008043050766,0.9060353636741638,0.010568576864898205,0.014183289371430874,-0.4228321313858032,-0.7591864466667175,0.2179824262857437,0.11570590972900341,-0.1277494480088353,0.004754209667444228,0.031239468383788955,-0.02173360662125051,-0.0007644028618931772,0.0021208556976318217,0.04041449353098869,0.04041449353098869,1.45703125,0.7826251983642578,0.7826251983642578,-0.24609375,-1.550079107284546,-1.550079107284546,4.546875,-0.03514670208096504,-0.03514670208096504,-1.98828125,0.7354257702827454,0.7354257702827454,0.24609375,-1.5739316940307617,-1.5739316940307617,4.37109375,0.026971090584993362,0.026971090584993362,1.3125,0.7308322787284851,0.7308322787284851,0.42578125,-1.564407467842102,-1.564407467842102,3.9453125,-0.03746455907821655,-0.03746455907821655,-1.52734375,0.7403985857963562,0.7403985857963562,0.0,-1.486907720565796,-1.486907720565796,3.234375,108,121,10,12,0.21994900703430176
